gender,marital_status,product_family,product_department,product_category,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,customer_count,fact_count
F,S,Drink,Alcoholic Beverages,Beer and Wine,5,Q2,1997,276.17,106.0343,136,43,44
F,S,Drink,Alcoholic Beverages,Beer and Wine,6,Q2,1997,300.17,121.3511,141,43,46
F,S,Drink,Alcoholic Beverages,Beer and Wine,7,Q3,1997,311.22,122.2578,146,44,46
F,S,Drink,Alcoholic Beverages,Beer and Wine,8,Q3,1997,229.44,91.7575,118,35,36
F,S,Drink,Alcoholic Beverages,Beer and Wine,9,Q3,1997,333.95,131.5275,149,48,50
F,S,Drink,Alcoholic Beverages,Beer and Wine,10,Q4,1997,330.93,135.2585,165,47,49
F,S,Drink,Alcoholic Beverages,Beer and Wine,11,Q4,1997,294.46,115.2179,149,45,48
F,S,Drink,Alcoholic Beverages,Beer and Wine,12,Q4,1997,402.29,169.1738,186,58,64
F,S,Drink,Beverages,Carbonated Beverages,1,Q1,1997,99.11,37.4763,55,17,18
F,S,Drink,Beverages,Carbonated Beverages,2,Q1,1997,115.64,46.8409,71,23,24
F,S,Drink,Beverages,Carbonated Beverages,3,Q1,1997,62.64,24.3608,42,15,15
F,S,Drink,Beverages,Carbonated Beverages,4,Q2,1997,99.56,38.7115,47,15,15
F,S,Drink,Beverages,Carbonated Beverages,5,Q2,1997,149.37,60.5307,74,23,23
F,S,Drink,Beverages,Carbonated Beverages,6,Q2,1997,184.03,75.2271,81,25,25
F,S,Drink,Beverages,Carbonated Beverages,7,Q3,1997,145.33,59.0082,83,25,26
F,S,Drink,Beverages,Carbonated Beverages,8,Q3,1997,129.29,50.7997,69,21,23
F,S,Drink,Beverages,Carbonated Beverages,9,Q3,1997,166.39,66.5176,91,25,28
F,S,Drink,Beverages,Carbonated Beverages,10,Q4,1997,109.98,45.2725,64,20,20
F,S,Drink,Beverages,Carbonated Beverages,11,Q4,1997,164.86,67.1024,94,29,31
F,S,Drink,Beverages,Carbonated Beverages,12,Q4,1997,69.68,26.6631,46,15,16
F,S,Drink,Beverages,Drinks,1,Q1,1997,82.21,34.6695,42,15,15
F,S,Drink,Beverages,Drinks,2,Q1,1997,69.26,27.3694,34,12,12
F,S,Drink,Beverages,Drinks,3,Q1,1997,174.32,71.8424,76,23,24
F,S,Drink,Beverages,Drinks,4,Q2,1997,138.74,54.3716,58,19,19
F,S,Drink,Beverages,Drinks,5,Q2,1997,107.43,43.6783,49,15,15
F,S,Drink,Beverages,Drinks,6,Q2,1997,73.06,27.5388,36,11,11
F,S,Drink,Beverages,Drinks,7,Q3,1997,126.68,49.8652,52,16,16
F,S,Drink,Beverages,Drinks,8,Q3,1997,76.02,29.7838,38,11,12
F,S,Drink,Beverages,Drinks,9,Q3,1997,109.17,45.4168,42,15,15
F,S,Drink,Beverages,Drinks,10,Q4,1997,75.92,30.383,41,12,13
F,S,Drink,Beverages,Drinks,11,Q4,1997,105.78,45.2751,45,13,14
F,S,Drink,Beverages,Drinks,12,Q4,1997,156.6,60.635,61,18,18
F,S,Drink,Beverages,Hot Beverages,1,Q1,1997,195.44,80.2916,104,33,34
F,S,Drink,Beverages,Hot Beverages,2,Q1,1997,129.83,51.7352,70,22,22
F,S,Drink,Beverages,Hot Beverages,3,Q1,1997,217.82,88.733,103,32,34
F,S,Drink,Beverages,Hot Beverages,4,Q2,1997,191.66,78.8962,84,27,27
F,S,Drink,Beverages,Hot Beverages,5,Q2,1997,202.22,80.2732,95,29,29
F,S,Drink,Beverages,Hot Beverages,6,Q2,1997,161.65,67.3103,69,24,24
F,S,Drink,Beverages,Hot Beverages,7,Q3,1997,228.66,92.1518,105,32,34
F,S,Drink,Beverages,Hot Beverages,8,Q3,1997,202.78,81.8078,99,30,31
F,S,Drink,Beverages,Hot Beverages,9,Q3,1997,228.51,95.3937,98,28,31
F,S,Drink,Beverages,Hot Beverages,10,Q4,1997,128.16,52.8934,59,18,18
F,S,Drink,Beverages,Hot Beverages,11,Q4,1997,208.99,79.0424,100,31,33
F,S,Drink,Beverages,Hot Beverages,12,Q4,1997,213.24,85.3478,100,30,31
F,S,Drink,Beverages,Pure Juice Beverages,1,Q1,1997,106.94,44.6559,53,16,16
F,S,Drink,Beverages,Pure Juice Beverages,2,Q1,1997,107.03,44.1551,53,15,15
F,S,Drink,Beverages,Pure Juice Beverages,3,Q1,1997,111.17,43.4953,70,22,22
F,S,Drink,Beverages,Pure Juice Beverages,4,Q2,1997,110.34,43.2277,57,17,18
F,S,Drink,Beverages,Pure Juice Beverages,5,Q2,1997,128.39,50.594,57,17,17
F,S,Drink,Beverages,Pure Juice Beverages,6,Q2,1997,116.96,50.9083,60,20,20
F,S,Drink,Beverages,Pure Juice Beverages,7,Q3,1997,151.42,60.6083,74,24,24
F,S,Drink,Beverages,Pure Juice Beverages,8,Q3,1997,165.5,66.5968,89,28,29
F,S,Drink,Beverages,Pure Juice Beverages,9,Q3,1997,144.76,56.0086,74,23,24
F,S,Drink,Beverages,Pure Juice Beverages,10,Q4,1997,85.72,34.1842,50,17,17
F,S,Drink,Beverages,Pure Juice Beverages,11,Q4,1997,132.21,52.8427,80,24,26
F,S,Drink,Beverages,Pure Juice Beverages,12,Q4,1997,160.72,63.9919,93,28,28
F,S,Drink,Dairy,Dairy,1,Q1,1997,153.52,62.6641,87,27,28
F,S,Drink,Dairy,Dairy,2,Q1,1997,107.53,40.6878,70,22,22
F,S,Drink,Dairy,Dairy,3,Q1,1997,163.92,68.3842,81,26,27
F,S,Drink,Dairy,Dairy,4,Q2,1997,83.82,32.7764,52,17,17
F,S,Drink,Dairy,Dairy,5,Q2,1997,143.56,53.2783,80,26,26
F,S,Drink,Dairy,Dairy,6,Q2,1997,120.26,47.2577,59,20,20
F,S,Drink,Dairy,Dairy,7,Q3,1997,196.52,77.0009,107,30,32
F,S,Drink,Dairy,Dairy,8,Q3,1997,119.08,45.5742,85,28,29
F,S,Drink,Dairy,Dairy,9,Q3,1997,187.28,78.8777,93,29,30
F,S,Drink,Dairy,Dairy,10,Q4,1997,158.51,65.8872,87,26,28
F,S,Drink,Dairy,Dairy,11,Q4,1997,230.04,94.437,105,34,34
F,S,Drink,Dairy,Dairy,12,Q4,1997,175.88,70.4875,110,36,37
F,S,Food,Baked Goods,Bread,1,Q1,1997,342.69,133.1935,157,43,51
F,S,Food,Baked Goods,Bread,2,Q1,1997,342.53,134.5262,149,50,51
F,S,Food,Baked Goods,Bread,3,Q1,1997,263.53,106.0442,142,44,48
F,S,Food,Baked Goods,Bread,4,Q2,1997,253.02,103.0783,121,37,38
F,S,Food,Baked Goods,Bread,5,Q2,1997,243.37,100.0771,134,41,43
F,S,Food,Baked Goods,Bread,6,Q2,1997,309.52,123.4443,170,51,57
F,S,Food,Baked Goods,Bread,7,Q3,1997,370.36,143.0379,170,49,55
F,S,Food,Baked Goods,Bread,8,Q3,1997,333.78,135.2545,158,50,54
F,S,Food,Baked Goods,Bread,9,Q3,1997,411.29,168.4614,187,55,63
F,S,Food,Baked Goods,Bread,10,Q4,1997,340.77,133.8177,164,50,53
F,S,Food,Baked Goods,Bread,11,Q4,1997,362.1,146.2925,168,54,57
F,S,Food,Baked Goods,Bread,12,Q4,1997,467.72,185.9514,203,63,67
F,S,Food,Baking Goods,Baking Goods,1,Q1,1997,333.37,133.6341,196,57,65
F,S,Food,Baking Goods,Baking Goods,2,Q1,1997,195.68,77.3519,117,36,39
F,S,Food,Baking Goods,Baking Goods,3,Q1,1997,312.2,123.5276,183,54,58
F,S,Food,Baking Goods,Baking Goods,4,Q2,1997,254.47,104.5367,148,50,52
F,S,Food,Baking Goods,Baking Goods,5,Q2,1997,295.98,119.1921,170,50,57
F,S,Food,Baking Goods,Baking Goods,6,Q2,1997,176.84,73.1198,95,34,35
F,S,Food,Baking Goods,Baking Goods,7,Q3,1997,335.42,131.6483,177,58,61
F,S,Food,Baking Goods,Baking Goods,8,Q3,1997,338.93,136.74,164,53,54
F,S,Food,Baking Goods,Baking Goods,9,Q3,1997,446.55,178.2734,222,66,72
F,S,Food,Baking Goods,Baking Goods,10,Q4,1997,235.98,91.7832,130,38,39
F,S,Food,Baking Goods,Baking Goods,11,Q4,1997,281.59,108.419,154,48,53
F,S,Food,Baking Goods,Baking Goods,12,Q4,1997,394.69,159.8175,221,64,71
F,S,Food,Baking Goods,Jams and Jellies,1,Q1,1997,407.11,164.7645,212,57,67
F,S,Food,Baking Goods,Jams and Jellies,2,Q1,1997,453.95,179.1313,233,67,75
F,S,Food,Baking Goods,Jams and Jellies,3,Q1,1997,524.3,205.0982,274,81,88
F,S,Food,Baking Goods,Jams and Jellies,4,Q2,1997,425.24,169.4825,240,71,78
F,S,Food,Baking Goods,Jams and Jellies,5,Q2,1997,448.8,175.9809,237,70,76
F,S,Food,Baking Goods,Jams and Jellies,6,Q2,1997,461.04,181.3301,239,66,79
F,S,Food,Baking Goods,Jams and Jellies,7,Q3,1997,489.85,194.2088,249,81,84
F,S,Food,Baking Goods,Jams and Jellies,8,Q3,1997,466.32,188.4651,245,67,79
F,S,Food,Baking Goods,Jams and Jellies,9,Q3,1997,492.86,190.0665,222,64,73
F,S,Food,Baking Goods,Jams and Jellies,10,Q4,1997,376.95,153.1498,194,56,58
F,S,Food,Baking Goods,Jams and Jellies,11,Q4,1997,556.72,227.8896,295,86,96
F,S,Food,Baking Goods,Jams and Jellies,12,Q4,1997,614.93,246.0662,294,79,94
F,S,Food,Breakfast Foods,Breakfast Foods,1,Q1,1997,148.25,59.0997,70,24,24
F,S,Food,Breakfast Foods,Breakfast Foods,2,Q1,1997,171.64,65.0976,76,23,24
F,S,Food,Breakfast Foods,Breakfast Foods,3,Q1,1997,133.11,55.5462,68,22,23
F,S,Food,Breakfast Foods,Breakfast Foods,4,Q2,1997,181.52,75.7186,86,28,28
F,S,Food,Breakfast Foods,Breakfast Foods,5,Q2,1997,131.1,52.7649,64,21,22
F,S,Food,Breakfast Foods,Breakfast Foods,6,Q2,1997,176.9,68.4971,80,26,26
F,S,Food,Breakfast Foods,Breakfast Foods,7,Q3,1997,136.09,52.5262,58,18,19
F,S,Food,Breakfast Foods,Breakfast Foods,8,Q3,1997,199.98,75.9789,93,30,31
F,S,Food,Breakfast Foods,Breakfast Foods,9,Q3,1997,170.33,66.5572,65,21,22
F,S,Food,Breakfast Foods,Breakfast Foods,10,Q4,1997,149.72,62.256,77,24,25
F,S,Food,Breakfast Foods,Breakfast Foods,11,Q4,1997,146,56.1143,74,23,24
F,S,Food,Breakfast Foods,Breakfast Foods,12,Q4,1997,176.46,71.7351,87,28,29
F,S,Food,Canned Foods,Canned Anchovies,1,Q1,1997,40.42,13.6966,15,5,5
F,S,Food,Canned Foods,Canned Anchovies,2,Q1,1997,45.13,17.6064,16,6,6
F,S,Food,Canned Foods,Canned Anchovies,3,Q1,1997,87.75,35.0547,35,10,11
F,S,Food,Canned Foods,Canned Anchovies,4,Q2,1997,32.63,13.1081,10,3,3
F,S,Food,Canned Foods,Canned Anchovies,5,Q2,1997,25.23,10.8204,11,4,4
F,S,Food,Canned Foods,Canned Anchovies,6,Q2,1997,40.08,15.7478,14,5,5
F,S,Food,Canned Foods,Canned Anchovies,7,Q3,1997,32.31,12.7345,13,4,4
F,S,Food,Canned Foods,Canned Anchovies,8,Q3,1997,21.01,8.3046,12,4,4
F,S,Food,Canned Foods,Canned Anchovies,9,Q3,1997,48.09,20.9519,17,6,6
F,S,Food,Canned Foods,Canned Anchovies,10,Q4,1997,20.1,6.9564,8,3,3
F,S,Food,Canned Foods,Canned Anchovies,11,Q4,1997,37.35,15.9198,14,6,6
F,S,Food,Canned Foods,Canned Anchovies,12,Q4,1997,73.86,28.7209,26,8,8
F,S,Food,Canned Foods,Canned Clams,1,Q1,1997,46.29,19.7127,21,7,7
F,S,Food,Canned Foods,Canned Clams,2,Q1,1997,71.88,27.9204,30,10,10
F,S,Food,Canned Foods,Canned Clams,3,Q1,1997,65.17,25.9447,25,8,8
F,S,Food,Canned Foods,Canned Clams,4,Q2,1997,51.58,19.227,22,8,8
F,S,Food,Canned Foods,Canned Clams,5,Q2,1997,15.51,7.1945,9,3,3
F,S,Food,Canned Foods,Canned Clams,6,Q2,1997,26.55,10.806,15,5,5
F,S,Food,Canned Foods,Canned Clams,7,Q3,1997,83.77,31.4671,31,10,10
F,S,Food,Canned Foods,Canned Clams,8,Q3,1997,21.73,7.3249,7,2,2
F,S,Food,Canned Foods,Canned Clams,9,Q3,1997,18.92,7.9896,8,3,3
F,S,Food,Canned Foods,Canned Clams,10,Q4,1997,17.38,7.5416,10,4,4
F,S,Food,Canned Foods,Canned Clams,11,Q4,1997,36.81,14.5936,21,6,6
F,S,Food,Canned Foods,Canned Clams,12,Q4,1997,66.2,28.4856,32,11,11
F,S,Food,Canned Foods,Canned Oysters,1,Q1,1997,26.3,9.6392,13,5,5
F,S,Food,Canned Foods,Canned Oysters,2,Q1,1997,32.34,12.6024,16,5,5
F,S,Food,Canned Foods,Canned Oysters,3,Q1,1997,44.53,18.3025,20,6,6
F,S,Food,Canned Foods,Canned Oysters,4,Q2,1997,14.14,6.5662,6,2,2
F,S,Food,Canned Foods,Canned Oysters,5,Q2,1997,45.27,16.9098,23,6,6
F,S,Food,Canned Foods,Canned Oysters,6,Q2,1997,21.87,7.8003,9,3,3
F,S,Food,Canned Foods,Canned Oysters,7,Q3,1997,49.49,20.0818,23,8,8
F,S,Food,Canned Foods,Canned Oysters,8,Q3,1997,40.83,15.4343,23,8,8
F,S,Food,Canned Foods,Canned Oysters,9,Q3,1997,52.58,19.2604,24,7,7
F,S,Food,Canned Foods,Canned Oysters,10,Q4,1997,17.32,7.6352,8,2,2
F,S,Food,Canned Foods,Canned Oysters,11,Q4,1997,38.65,14.7872,20,6,6
F,S,Food,Canned Foods,Canned Oysters,12,Q4,1997,43.83,18.0136,20,6,6
F,S,Food,Canned Foods,Canned Sardines,1,Q1,1997,28.6,11.3388,18,6,6
F,S,Food,Canned Foods,Canned Sardines,2,Q1,1997,45.59,16.6481,25,8,8
F,S,Food,Canned Foods,Canned Sardines,3,Q1,1997,34.29,12.1038,21,8,8
F,S,Food,Canned Foods,Canned Sardines,4,Q2,1997,25.47,10.4945,20,7,7
F,S,Food,Canned Foods,Canned Sardines,5,Q2,1997,33.96,13.7956,21,6,6
F,S,Food,Canned Foods,Canned Sardines,6,Q2,1997,53.02,22.3434,29,9,9
F,S,Food,Canned Foods,Canned Sardines,7,Q3,1997,51.63,19.426,31,10,10
F,S,Food,Canned Foods,Canned Sardines,8,Q3,1997,1.58,0.5214,2,1,1
F,S,Food,Canned Foods,Canned Sardines,9,Q3,1997,23.67,10.5832,11,4,4
F,S,Food,Canned Foods,Canned Sardines,10,Q4,1997,10.8,4.68,7,2,2
F,S,Food,Canned Foods,Canned Sardines,11,Q4,1997,30.88,12.0972,18,6,6
F,S,Food,Canned Foods,Canned Sardines,12,Q4,1997,40.1,17.1808,19,6,6
F,S,Food,Canned Foods,Canned Shrimp,1,Q1,1997,54.36,20.5671,19,7,7
F,S,Food,Canned Foods,Canned Shrimp,2,Q1,1997,15.58,6.025,7,2,2
F,S,Food,Canned Foods,Canned Shrimp,3,Q1,1997,49.71,20.1231,19,5,5
F,S,Food,Canned Foods,Canned Shrimp,4,Q2,1997,50.7,20.9312,18,5,5
F,S,Food,Canned Foods,Canned Shrimp,5,Q2,1997,41.73,19.297,15,5,5
F,S,Food,Canned Foods,Canned Shrimp,6,Q2,1997,60.2,24.7009,20,6,6
F,S,Food,Canned Foods,Canned Shrimp,7,Q3,1997,38.89,13.0625,16,6,6
F,S,Food,Canned Foods,Canned Shrimp,8,Q3,1997,44.38,17.2376,17,5,5
F,S,Food,Canned Foods,Canned Shrimp,9,Q3,1997,26.26,9.8771,10,3,3
F,S,Food,Canned Foods,Canned Shrimp,10,Q4,1997,55.17,21.6184,20,6,6
F,S,Food,Canned Foods,Canned Shrimp,11,Q4,1997,66.77,26.7101,24,8,8
F,S,Food,Canned Foods,Canned Shrimp,12,Q4,1997,53.55,21.9934,18,5,5
F,S,Food,Canned Foods,Canned Soup,1,Q1,1997,311.89,124.0162,155,46,49
F,S,Food,Canned Foods,Canned Soup,2,Q1,1997,338.15,132.9578,175,53,59
F,S,Food,Canned Foods,Canned Soup,3,Q1,1997,362.38,146.3195,194,62,64
F,S,Food,Canned Foods,Canned Soup,4,Q2,1997,272.83,109.5633,121,36,38
F,S,Food,Canned Foods,Canned Soup,5,Q2,1997,344.72,138.647,177,48,54
F,S,Food,Canned Foods,Canned Soup,6,Q2,1997,275.12,110.812,124,39,42
F,S,Food,Canned Foods,Canned Soup,7,Q3,1997,316.42,125.6004,160,43,51
F,S,Food,Canned Foods,Canned Soup,8,Q3,1997,332.25,132.8349,168,46,51
F,S,Food,Canned Foods,Canned Soup,9,Q3,1997,302.07,121.4997,148,45,49
F,S,Food,Canned Foods,Canned Soup,10,Q4,1997,242.71,96.1649,123,39,41
F,S,Food,Canned Foods,Canned Soup,11,Q4,1997,446.88,183.0669,226,65,69
F,S,Food,Canned Foods,Canned Soup,12,Q4,1997,529.92,208.7141,262,74,85
F,S,Food,Canned Foods,Canned Tuna,1,Q1,1997,75.88,31.8747,43,12,12
F,S,Food,Canned Foods,Canned Tuna,2,Q1,1997,52.04,22.0386,26,8,8
F,S,Food,Canned Foods,Canned Tuna,3,Q1,1997,70.39,29.7304,36,9,11
F,S,Food,Canned Foods,Canned Tuna,4,Q2,1997,64.7,25.9785,37,13,13
F,S,Food,Canned Foods,Canned Tuna,5,Q2,1997,41.24,16.8273,22,7,8
F,S,Food,Canned Foods,Canned Tuna,6,Q2,1997,45.45,19.5081,23,8,8
F,S,Food,Canned Foods,Canned Tuna,7,Q3,1997,49.72,19.2348,23,8,8
F,S,Food,Canned Foods,Canned Tuna,8,Q3,1997,52.67,19.1246,29,9,9
F,S,Food,Canned Foods,Canned Tuna,9,Q3,1997,98.63,39.3078,52,16,16
F,S,Food,Canned Foods,Canned Tuna,10,Q4,1997,36.87,15.762,21,6,6
F,S,Food,Canned Foods,Canned Tuna,11,Q4,1997,82.99,33.1273,48,16,16
F,S,Food,Canned Foods,Canned Tuna,12,Q4,1997,90.86,34.4427,43,13,14
F,S,Food,Canned Foods,Vegetables,1,Q1,1997,191.95,73.0669,80,23,27
F,S,Food,Canned Foods,Vegetables,2,Q1,1997,184.55,75.5411,88,27,28
F,S,Food,Canned Foods,Vegetables,3,Q1,1997,238.29,95.8231,100,31,32
F,S,Food,Canned Foods,Vegetables,4,Q2,1997,203.42,81.123,85,29,29
F,S,Food,Canned Foods,Vegetables,5,Q2,1997,190.2,76.3081,92,27,31
F,S,Food,Canned Foods,Vegetables,6,Q2,1997,289.5,115.1427,130,37,39
F,S,Food,Canned Foods,Vegetables,7,Q3,1997,201.96,80.6617,106,34,36
F,S,Food,Canned Foods,Vegetables,8,Q3,1997,272.73,107.3297,117,39,40
F,S,Food,Canned Foods,Vegetables,9,Q3,1997,326.81,130.6313,145,42,47
F,S,Food,Canned Foods,Vegetables,10,Q4,1997,209.88,83.2492,86,26,27
F,S,Food,Canned Foods,Vegetables,11,Q4,1997,303.84,128.2281,119,31,35
F,S,Food,Canned Foods,Vegetables,12,Q4,1997,280.8,111.3917,128,40,42
F,S,Food,Canned Products,Fruit,1,Q1,1997,79.56,30.7769,46,14,15
F,S,Food,Canned Products,Fruit,2,Q1,1997,48.46,19.2248,25,9,9
F,S,Food,Canned Products,Fruit,3,Q1,1997,66.47,25.6141,30,10,10
F,S,Food,Canned Products,Fruit,4,Q2,1997,54.13,24.0988,32,10,10
F,S,Food,Canned Products,Fruit,5,Q2,1997,41.43,15.9273,26,8,8
F,S,Food,Canned Products,Fruit,6,Q2,1997,88.53,34.0419,52,18,18
F,S,Food,Canned Products,Fruit,7,Q3,1997,69.53,27.9492,44,14,14
F,S,Food,Canned Products,Fruit,8,Q3,1997,54.84,21.7884,27,9,9
F,S,Food,Canned Products,Fruit,9,Q3,1997,55.25,23.0923,33,11,11
F,S,Food,Canned Products,Fruit,10,Q4,1997,43.18,18.4366,26,9,9
F,S,Food,Canned Products,Fruit,11,Q4,1997,85.08,30.3783,39,13,13
F,S,Food,Canned Products,Fruit,12,Q4,1997,84.08,32.6715,43,14,14
F,S,Food,Dairy,Dairy,1,Q1,1997,616.06,245.633,257,71,78
F,S,Food,Dairy,Dairy,2,Q1,1997,540.33,220.594,220,61,68
F,S,Food,Dairy,Dairy,3,Q1,1997,591.48,234.2733,253,74,84
F,S,Food,Dairy,Dairy,4,Q2,1997,645.25,259.868,279,79,91
F,S,Food,Dairy,Dairy,5,Q2,1997,618.65,255.6631,243,71,79
F,S,Food,Dairy,Dairy,6,Q2,1997,650.82,252.662,280,75,87
F,S,Food,Dairy,Dairy,7,Q3,1997,875.24,347.8442,364,96,118
F,S,Food,Dairy,Dairy,8,Q3,1997,600.68,240.3192,257,72,83
F,S,Food,Dairy,Dairy,9,Q3,1997,506.29,202.3091,210,54,66
F,S,Food,Dairy,Dairy,10,Q4,1997,585.65,238.7214,237,70,80
F,S,Food,Dairy,Dairy,11,Q4,1997,703.95,283.1819,298,84,98
F,S,Food,Dairy,Dairy,12,Q4,1997,675.82,268.7465,301,92,100
F,S,Food,Deli,Meat,1,Q1,1997,443.5,176.2557,198,58,65
F,S,Food,Deli,Meat,2,Q1,1997,399.31,161.0932,178,52,61
F,S,Food,Deli,Meat,3,Q1,1997,544.21,225.1578,248,75,81
F,S,Food,Deli,Meat,4,Q2,1997,403.81,159.437,194,54,61
F,S,Food,Deli,Meat,5,Q2,1997,410.21,162.1068,183,56,58
F,S,Food,Deli,Meat,6,Q2,1997,493.26,200.3509,226,66,70
F,S,Food,Deli,Meat,7,Q3,1997,488.69,193.559,212,59,69
F,S,Food,Deli,Meat,8,Q3,1997,418.64,165.2117,198,60,66
F,S,Food,Deli,Meat,9,Q3,1997,393.68,157.7202,181,54,59
F,S,Food,Deli,Meat,10,Q4,1997,353.99,134.1503,161,52,56
F,S,Food,Deli,Meat,11,Q4,1997,570.94,225.1336,245,77,82
F,S,Food,Deli,Meat,12,Q4,1997,534.49,217.4615,229,72,77
F,S,Food,Deli,Side Dishes,1,Q1,1997,95.61,41.3767,54,18,18
F,S,Food,Deli,Side Dishes,2,Q1,1997,92.76,40.0183,54,18,18
F,S,Food,Deli,Side Dishes,3,Q1,1997,111.55,47.0668,64,19,20
F,S,Food,Deli,Side Dishes,4,Q2,1997,98.17,39.8857,58,18,19
F,S,Food,Deli,Side Dishes,5,Q2,1997,94.99,37.7841,46,16,16
F,S,Food,Deli,Side Dishes,6,Q2,1997,80.31,32.2201,52,17,18
F,S,Food,Deli,Side Dishes,7,Q3,1997,63.52,25.6875,35,13,14
F,S,Food,Deli,Side Dishes,8,Q3,1997,93.53,36.7533,48,16,16
F,S,Food,Deli,Side Dishes,9,Q3,1997,152.92,61.8161,80,23,25
F,S,Food,Deli,Side Dishes,10,Q4,1997,66.98,26.6661,41,14,14
F,S,Food,Deli,Side Dishes,11,Q4,1997,138.06,55.2062,82,26,28
F,S,Food,Deli,Side Dishes,12,Q4,1997,124.01,46.3919,68,20,21
F,S,Food,Eggs,Eggs,1,Q1,1997,113.32,46.2319,53,18,18
F,S,Food,Eggs,Eggs,2,Q1,1997,119.68,48.4985,52,17,17
F,S,Food,Eggs,Eggs,3,Q1,1997,181.21,72.3423,89,26,27
F,S,Food,Eggs,Eggs,4,Q2,1997,189.28,74.362,72,22,22
F,S,Food,Eggs,Eggs,5,Q2,1997,151.59,61.2929,75,24,24
F,S,Food,Eggs,Eggs,6,Q2,1997,219.53,84.7887,89,28,29
F,S,Food,Eggs,Eggs,7,Q3,1997,245.32,103.2637,110,33,38
F,S,Food,Eggs,Eggs,8,Q3,1997,130.2,52.8699,65,19,19
F,S,Food,Eggs,Eggs,9,Q3,1997,159.87,68.4634,85,27,27
F,S,Food,Eggs,Eggs,10,Q4,1997,242.45,98.5669,94,27,29
F,S,Food,Eggs,Eggs,11,Q4,1997,246.18,98.9344,92,27,29
F,S,Food,Eggs,Eggs,12,Q4,1997,231.14,90.2969,106,31,32
F,S,Food,Frozen Foods,Breakfast Foods,1,Q1,1997,167.46,64.0585,93,28,29
F,S,Food,Frozen Foods,Breakfast Foods,2,Q1,1997,119.01,46.9298,72,25,25
F,S,Food,Frozen Foods,Breakfast Foods,3,Q1,1997,202.65,78.7773,132,39,41
F,S,Food,Frozen Foods,Breakfast Foods,4,Q2,1997,152.62,62.4205,116,36,38
F,S,Food,Frozen Foods,Breakfast Foods,5,Q2,1997,144.68,57.5642,89,27,29
F,S,Food,Frozen Foods,Breakfast Foods,6,Q2,1997,166.79,66.3954,97,30,31
F,S,Food,Frozen Foods,Breakfast Foods,7,Q3,1997,167.55,68.7233,97,30,32
F,S,Food,Frozen Foods,Breakfast Foods,8,Q3,1997,169.35,62.7335,91,31,31
F,S,Food,Frozen Foods,Breakfast Foods,9,Q3,1997,150.2,58.8647,92,30,31
F,S,Food,Frozen Foods,Breakfast Foods,10,Q4,1997,176.59,68.5528,86,24,26
F,S,Food,Frozen Foods,Breakfast Foods,11,Q4,1997,165.65,66.1171,95,31,33
F,S,Food,Frozen Foods,Breakfast Foods,12,Q4,1997,221.89,88.1524,119,38,39
F,S,Food,Frozen Foods,Frozen Desserts,1,Q1,1997,228.35,91.5681,107,31,34
F,S,Food,Frozen Foods,Frozen Desserts,2,Q1,1997,275.23,105.7774,122,33,39
F,S,Food,Frozen Foods,Frozen Desserts,3,Q1,1997,232.53,94.9404,116,38,39
F,S,Food,Frozen Foods,Frozen Desserts,4,Q2,1997,238.86,96.9391,114,36,38
F,S,Food,Frozen Foods,Frozen Desserts,5,Q2,1997,223.27,90.9833,125,38,41
F,S,Food,Frozen Foods,Frozen Desserts,6,Q2,1997,201.87,81.3194,111,38,38
F,S,Food,Frozen Foods,Frozen Desserts,7,Q3,1997,324.46,128.4481,138,42,46
F,S,Food,Frozen Foods,Frozen Desserts,8,Q3,1997,291.93,118.0249,145,45,47
F,S,Food,Frozen Foods,Frozen Desserts,9,Q3,1997,233.66,91.5338,116,36,39
F,S,Food,Frozen Foods,Frozen Desserts,10,Q4,1997,241.86,98.3324,111,37,41
F,S,Food,Frozen Foods,Frozen Desserts,11,Q4,1997,284.79,114.5695,145,46,49
F,S,Food,Frozen Foods,Frozen Desserts,12,Q4,1997,358.09,144.6108,155,48,50
F,S,Food,Frozen Foods,Frozen Entrees,1,Q1,1997,116.03,42.4563,51,15,16
F,S,Food,Frozen Foods,Frozen Entrees,2,Q1,1997,107.97,42.3105,52,15,16
F,S,Food,Frozen Foods,Frozen Entrees,3,Q1,1997,165.51,64.9122,66,20,22
F,S,Food,Frozen Foods,Frozen Entrees,4,Q2,1997,73.79,29.3556,37,12,12
F,S,Food,Frozen Foods,Frozen Entrees,5,Q2,1997,129.11,49.3968,54,19,19
F,S,Food,Frozen Foods,Frozen Entrees,6,Q2,1997,109.88,43.0683,51,17,17
F,S,Food,Frozen Foods,Frozen Entrees,7,Q3,1997,104.92,41.3157,38,15,15
F,S,Food,Frozen Foods,Frozen Entrees,8,Q3,1997,144.06,58.0076,65,20,20
F,S,Food,Frozen Foods,Frozen Entrees,9,Q3,1997,191.58,75.271,80,22,23
F,S,Food,Frozen Foods,Frozen Entrees,10,Q4,1997,132.45,53.2199,55,18,18
F,S,Food,Frozen Foods,Frozen Entrees,11,Q4,1997,162.39,62.5598,68,21,23
F,S,Food,Frozen Foods,Frozen Entrees,12,Q4,1997,59.86,22.5225,25,7,7
F,S,Food,Frozen Foods,Meat,1,Q1,1997,155.73,64.7763,66,21,21
F,S,Food,Frozen Foods,Meat,2,Q1,1997,193.89,81.82,65,19,20
