time_id,customer_id,store_sales,store_cost,unit_sales,fact_count
427,746,23.86,9.7073,11,4
427,5208,25.92,11.9208,11,4
427,4385,46.6,19.6866,23,7
427,1028,10.53,4.6116,6,2
455,9621,13.86,5.8092,6,2
455,6096,18.75,8.9289,11,3
455,2387,6.3,2.898,6,2
455,7417,27.85,10.4435,11,3
455,2722,22.89,9.4164,14,5
455,1392,32.05,11.7552,17,5
455,8214,15.9,6.8622,6,2
455,3034,7.14,3.213,3,1
455,1128,13.34,6.5748,6,2
455,527,5.98,2.6814,8,3
455,5431,11.68,5.4616,8,2
455,2581,58.25,21.9509,33,11
455,9471,20.66,8.4884,11,4
455,1379,15.73,6.0482,10,4
455,9864,5.48,2.0824,2,1
455,8048,5.8,2.784,2,1
455,6688,28.53,11.3709,12,4
455,3246,38.99,13.9831,16,5
455,5009,15.21,6.3825,6,2
455,6836,18.53,7.5834,17,5
455,7195,19.1,7.3783,16,5
455,5241,45.09,19.0835,24,7
455,6584,44.4,19.548,17,5
455,9190,26.1,9.9675,9,3
455,4191,49.11,20.4927,19,6
455,4357,17.3,6.7412,11,4
455,4328,25.35,8.8405,13,5
455,4776,23.52,9.8604,9,3
455,553,46.93,19.7161,22,7
455,7386,11.76,4.9314,6,2
438,3810,23.08,8.478,10,4
438,5442,31.7,12.9046,17,4
438,5144,27.42,11.31,17,5
438,5887,15.87,5.91,5,2
438,3744,32.74,12.7088,18,5
438,5566,28.89,10.3282,15,5
438,10067,27.19,11.5746,15,5
438,6254,24.83,10.1075,17,5
438,4474,32.45,12.9894,14,4
438,9217,44.43,16.8489,23,7
438,8194,26.03,10.4404,9,3
438,4537,27.81,10.4445,11,4
438,4479,21.56,8.8388,13,4
438,9658,15.18,5.8014,10,3
438,6806,64.63,26.8866,26,7
438,1379,39.54,14.6082,15,4
438,6136,17.16,7.3176,8,2
438,3057,46.92,18.5012,20,6
438,7801,30.15,11.2665,12,4
438,9362,15.04,6.383,8,4
438,3291,40.16,16.6631,23,7
438,220,10.26,4.2066,3,1
438,6851,35.71,14.3092,15,5
438,2344,30.86,12.3477,16,6
438,3480,7.92,3.564,3,1
438,4704,20.28,7.6479,10,3
438,7832,44.58,16.3694,13,4
438,2314,5.19,1.6608,3,1
438,751,20.31,8.2644,6,2
438,8317,29.29,13.7245,12,4
438,1743,8.27,3.1346,8,3
475,3143,10.8,4.3956,5,2
475,8130,30.51,12.0312,12,4
475,9081,13.68,5.6316,7,2
475,4558,21.44,9.671,11,4
475,5587,12.26,5.2896,6,2
475,6702,10.7,4.1374,6,2
475,5954,11.92,4.0088,5,2
475,4121,19.55,8.1218,16,5
475,4100,10.05,3.699,6,2
475,8046,14.85,5.7738,9,3
475,311,24.35,9.3034,11,4
475,2722,6.92,3.014,7,2
475,9772,21.73,8.6042,14,4
475,5054,18.29,8.0405,8,2
475,1898,29.43,12.3726,18,7
475,2688,41.17,14.7784,21,7
475,2875,11.24,4.5408,4,2
475,10102,48.72,20.532,23,7
475,7747,10.64,4.2028,6,2
475,1738,44.5,17.012,19,6
475,1144,27.34,10.2944,13,4
475,3175,26.62,10.7133,10,3
475,1270,27.55,10.7706,14,5
475,4537,17.61,7.8042,10,3
475,8942,20.09,7.755,11,4
475,9145,32.5,13.1888,21,6
475,679,37.82,17.2264,18,6
475,8954,29.74,11.9436,13,4
475,9986,8.92,3.8996,6,2
475,6542,23.9,9.9368,7,2
463,5387,32.11,13.5705,16,6
463,2530,15.36,6.4776,11,3
463,3097,30.65,9.5751,13,4
463,5380,4.83,1.5456,3,1
463,5907,42.68,18.7808,19,5
463,6417,29.68,11.3948,10,3
463,1906,9.58,3.5932,7,2
463,916,26.1,9.711,12,4
463,5607,54.54,22.1307,23,7
463,8335,26.8,9.822,13,4
463,2558,19.9,8.7778,7,3
463,8930,5.84,2.2776,4,1
463,5635,49.7,20.3268,18,6
463,476,44.4,16.7676,14,4
463,7775,55.75,24.1856,22,6
463,5802,29,12.5838,18,6
463,551,17.86,7.4109,12,4
463,527,20.46,8.3838,10,3
463,10222,9.29,3.9416,5,2
463,3114,55,24.821,28,7
463,5824,14.45,5.5943,10,3
463,9068,46.55,18.6895,21,7
463,3888,9.53,4.2777,5,2
463,939,37.82,15.0822,13,3
463,10210,35.22,13.7386,20,6
463,1872,38.28,16.3098,19,6
463,9706,37.81,14.2482,18,5
463,2524,6.77,2.8157,5,2
463,7127,4.48,1.6576,4,1
463,3970,18.7,7.1234,11,3
460,1899,23.98,10.2022,11,3
460,730,47.33,17.3118,17,5
460,3888,7.58,3.3114,4,2
460,3506,51.06,21.1031,22,7
460,9546,5.4,2.214,4,1
460,7536,29.79,12.1617,15,4
460,9688,28.24,11.6916,14,5
460,9084,16.62,8.2344,7,2
460,5714,10.41,3.6477,6,2
460,551,37.37,14.3359,20,7
460,2068,6.5,2.665,2,1
460,8159,37.67,15.4442,18,5
460,6793,55.31,20.4728,22,6
460,657,24.67,9.9239,14,4
460,8399,16.5,7.0098,6,2
460,2542,34.46,12.4448,16,5
460,8406,11.91,5.0457,6,2
460,8694,40,16.0378,17,6
460,487,32.75,12.9269,21,6
460,1532,7.89,3.5244,6,2
460,1602,48.62,18.6649,19,6
460,2795,32.64,14.6038,18,7
460,2195,34.12,14.2864,10,3
460,8782,7.93,3.44,5,2
460,3792,20.55,8.6808,8,3
460,3146,25.32,10.674,8,2
460,5297,40.97,17.2721,16,5
460,1653,42.64,17.6527,21,7
460,8312,31.18,12.3422,15,5
460,1599,8.94,3.1716,9,3
461,9712,13.05,4.6464,7,2
461,3070,24.18,10.0599,12,4
461,5004,28.26,10.515,14,4
461,9275,22.87,8.531,11,4
461,9960,15.11,6.2171,10,4
461,2977,35.73,14.7065,22,7
461,1322,2.76,1.2696,4,1
461,7076,35.48,14.2314,15,5
461,3028,29.55,12.1964,17,5
461,10067,16.59,7.2177,6,2
461,5556,18.98,7.0239,13,4
461,4161,31.04,11.4458,12,4
461,4090,25.73,8.8835,17,4
461,5222,14.43,5.9484,8,3
461,7783,15.84,6.3984,6,2
461,5824,41.34,14.9385,13,4
461,3114,32.07,15.1671,13,3
461,4100,32.79,14.3513,15,4
461,475,27.69,10.2726,14,5
461,3607,19.31,7.9222,13,4
461,4258,28.13,11.1024,12,4
461,9361,50.35,19.3945,22,6
461,2129,36.6,14.64,16,6
461,5437,11.1,4.853,6,2
461,3005,48.24,20.0208,14,4
461,8787,18.35,6.7051,12,4
461,8563,42.85,17.0136,21,6
461,9591,44.78,19.1168,18,6
461,1392,7.2,3.258,5,2
483,405,30.54,12.3781,16,5
483,5171,16.15,6.5451,13,4
483,2821,20.82,7.8294,13,5
483,240,5.06,2.294,4,2
483,8805,41.88,17.3132,19,6
483,9507,25.01,9.7475,18,6
483,2640,57.65,21.4141,21,6
483,5031,10.51,4.4681,7,2
483,8266,44.71,17.9063,22,7
483,5018,58.98,22.5413,21,6
483,9313,45.79,19.1311,16,4
483,6609,11.48,5.5104,4,1
483,9275,27.36,12.3028,17,6
483,10054,4.64,1.5776,4,1
483,8609,37.81,15.3292,22,6
483,9145,31.6,12.369,13,5
483,7196,34.44,13.3314,18,6
483,5096,52.55,19.6417,20,6
483,6611,46.51,20.4453,18,6
483,7821,16.14,7.0212,6,2
483,369,34.82,14.3302,16,6
483,8605,25.59,9.7119,11,4
483,3480,8.55,3.2409,6,2
483,6299,20.96,9.0396,8,2
483,3367,26.12,11.8068,13,3
483,8335,31.47,10.5915,13,4
483,6207,7.89,2.5248,3,1
483,6511,26.32,10.2836,16,5
483,2869,23.06,8.9616,8,3
483,2828,10.35,3.2625,6,2
502,2208,10.23,4.7256,6,2
502,5748,34.46,12.006,17,6
502,9428,11.62,3.6048,5,2
502,1079,17.6,7.1888,8,3
502,4180,49.16,19.6827,19,7
502,8937,10.34,4.401,8,3
502,909,30.2,10.5131,17,6
502,9101,13.65,6.492,6,2
502,10274,29.22,11.6769,14,5
502,3164,10.29,3.507,9,3
502,3146,22.46,7.9846,15,4
502,1748,49.88,19.7384,26,7
502,1731,33.86,13.9362,17,5
502,5918,13.5,4.6368,9,3
502,8652,39.31,16.1116,17,6
502,7206,10.74,4.4541,6,2
502,4451,26.56,9.8497,15,4
502,7411,25.06,11.024,13,5
502,6223,3.5,1.54,2,1
502,4155,28.45,11.4911,18,6
502,7611,30.4,12.4084,15,6
502,9334,12.75,5.379,7,2
502,3513,22.23,8.415,9,3
502,658,36.01,13.8687,14,5
502,4327,32.68,12.2404,17,5
502,329,42.36,18.1276,14,5
502,406,32.03,11.407,14,4
500,6628,22,8.7,11,4
500,5009,12.63,5.4972,7,3
500,9204,50.69,19.3139,20,6
500,2915,31.88,12.0636,12,4
500,2731,41.73,17.0658,16,5
500,9814,1.1,0.418,2,1
500,7318,14.76,5.7564,4,1
500,7181,9.69,3.8016,6,2
500,4573,44.3,20.793,18,6
500,5942,32.24,12.8182,17,6
500,8724,8.34,2.6166,6,2
500,5511,13.86,5.2634,10,3
500,4633,34.56,13.1887,14,6
500,9024,13.33,5.5458,14,4
500,3039,9.12,3.7101,9,3
500,9482,8.61,3.2718,3,1
500,5941,31.59,12.3029,20,6
500,1079,22.22,7.5306,14,4
500,8394,24.07,9.2403,18,6
500,2778,9.81,3.9747,6,2
500,5168,27.16,10.308,12,3
500,4861,35.69,14.2387,16,5
500,255,33.32,12.3731,19,6
500,3863,30.5,11.3822,12,5
500,8864,49.76,20.2678,21,7
500,9087,45.72,18.5563,27,7
500,9816,26.15,10.4545,14,4
507,6254,17.55,7.773,9,3
507,2293,23.79,9.6942,13,4
507,6359,29.82,12.4569,13,4
507,4496,9.48,4.0452,4,2
507,6038,14.37,6.6861,10,3
507,6477,17.81,6.8768,13,4
507,4633,17.7,8.2671,9,3
507,9019,54.23,22.744,24,6
507,2731,8.4,3.276,3,1
507,967,15.81,6.9573,8,3
507,7127,8.88,3.738,7,2
507,2658,17.74,7.8752,10,3
507,2927,39.99,15.2993,17,5
507,940,27.18,12.4182,14,5
507,2195,9.57,4.3416,6,2
507,8745,14.34,4.8744,5,2
507,2533,51.76,19.3176,18,6
507,5674,47.6,17.5176,19,7
507,8954,30.49,12.8134,15,4
507,9084,33.03,14.0304,16,5
507,10213,37.27,15.5787,16,5
507,2963,35.14,13.412,16,6
507,6857,19.8,7.4268,9,3
507,9338,27.33,8.9691,9,3
507,657,13.47,5.1354,10,3
507,5531,48.18,19.0822,14,4
507,4825,16.15,7.2844,7,2
487,4674,36.03,13.9122,12,4
487,4686,34.66,14.4716,17,5
487,312,25.66,9.3941,16,4
487,6096,51.2,18.3608,20,6
487,219,13.09,5.1578,5,2
487,7612,14.15,5.5499,5,2
487,8734,12.41,5.3794,11,3
487,7081,13.66,5.0596,5,2
487,8684,9.35,4.0272,5,2
487,3188,20.4,6.9012,10,3
487,8912,13.48,6.1852,4,2
487,2861,31.94,14.8662,17,5
487,1665,10.68,4.8288,6,2
487,1743,18.58,8.0022,7,2
487,6899,20.86,7.983,9,3
487,3010,21.37,8.7018,10,4
487,8823,16.74,7.6392,9,3
487,9633,24.7,9.6418,13,4
487,4798,3.69,1.6092,6,2
487,8046,13.04,5.6188,7,2
487,4573,31.91,14.715,16,5
487,803,34.42,13.1806,14,4
487,4828,30.98,12.5777,12,4
487,6788,46.76,19.0003,19,6
487,1186,29.01,10.856,12,4
487,7642,7.12,2.5892,6,2
487,2106,15.99,6.1782,7,2
495,267,24.43,9.5112,9,3
495,3121,30.1,10.6798,12,4
495,9387,8.29,2.8778,5,2
495,1549,32.92,12.929,16,5
495,1538,13.79,6.4105,7,2
495,8834,27.6,10.1536,10,3
495,6392,27.83,12.095,14,6
495,1152,9.54,4.2846,9,3
495,9355,21.93,7.6881,9,3
495,6096,27.1,9.7834,13,4
495,3531,9.06,3.4362,7,2
495,1079,5.68,2.4424,2,1
495,5913,35.74,14.7771,24,6
495,7076,21.34,8.8758,7,2
495,6970,51.76,18.6984,19,7
495,6421,42.87,16.4152,21,7
495,9727,11.05,4.729,7,2
495,3297,6.34,2.9372,5,2
495,5171,41.97,17.145,20,6
495,5802,31.86,13.8452,17,6
495,10049,16,6.838,11,3
495,3128,13.95,5.025,6,2
495,2558,49.66,20.3073,20,6
495,7560,10.52,3.9276,8,3
495,3034,19.04,8.172,8,2
495,6735,15.63,6.6387,6,2
495,7258,31.66,12.4505,14,5
495,6740,38.24,16.8676,20,6
495,2703,7.59,2.6565,3,1
495,2136,20.81,8.2533,10,4
495,5887,39.56,17.1064,17,5
531,4191,37.07,13.9434,12,4
531,2976,31.04,12.1228,14,5
531,5623,26.22,10.8186,12,4
531,5671,32.93,11.3686,14,5
531,2001,18.94,8.4906,6,2
531,7459,36.84,15.072,14,5
531,665,2.98,1.1324,2,1
531,6745,35.89,13.5543,17,7
531,3194,7.98,3.03,6,2
531,7783,18.89,7.3777,13,4
531,939,45.71,18.4726,18,5
531,10147,24.41,9.0956,16,4
531,3655,25.93,9.2879,15,6
531,4633,7.6,3.496,2,1
531,10098,42.03,16.9641,23,7
531,2141,55.42,22.3776,24,7
531,255,36.51,15.3138,19,6
531,1414,38.78,15.0385,22,7
531,9075,22.2,8.8611,16,5
531,6715,22.74,9.867,9,3
531,2736,33.06,12.519,12,3
531,5279,38.27,15.308,20,6
531,6716,12.46,5.079,6,2
531,2820,8.73,3.4803,7,3
531,4162,8.85,3.894,3,1
531,9027,9.18,2.85,5,2
531,5095,5.03,2.0112,8,3
531,3297,37.95,15.3001,21,7
531,8151,30.98,14.2128,17,5
531,9399,19.38,8.2056,11,3
524,7060,28.27,9.2607,15,5
524,2237,37.53,15.6358,19,5
524,1549,29.96,9.8564,15,4
524,1138,31.75,12.6663,19,6
524,4279,37.02,14.964,17,6
524,1935,15.73,5.9465,7,2
524,8699,62.68,23.0461,22,7
524,5690,27.25,10.0969,12,4
524,2830,31.78,12.5812,21,6
524,3936,25.36,9.1032,8,2
524,723,38.75,16.7328,21,7
524,6617,27.44,11.1224,11,3
524,3911,21.17,8.1611,12,4
524,5436,20.44,7.6979,10,4
524,10022,9.35,3.3099,5,2
524,3455,45.48,19.2856,20,7
524,4525,46.48,17.707,19,6
524,6731,24.04,7.68,9,2
524,6067,7.52,2.714,6,3
524,10120,10.03,3.2342,8,3
524,2848,21.2,6.992,8,2
524,1650,48.52,19.3188,20,6
524,3668,27.53,11.2493,18,6
524,5990,11.1,4.046,6,2
524,5547,35.53,13.3401,20,7
524,1203,31.45,13.4786,19,6
524,5602,15.27,6.069,12,4
524,4813,18.09,6.9633,10,3
524,7611,35.08,15.356,17,5
524,660,43.3,16.8255,18,6
539,4344,58.97,23.3768,25,7
539,2900,47.44,18.2362,20,6
539,4990,41.92,17.3025,20,7
539,5503,24.18,10.47,9,3
539,7983,13.95,5.0305,12,4
539,7425,9.24,3.987,6,2
539,9033,45.08,18.825,21,6
539,2237,11.3,4.3802,7,2
539,2106,46.76,17.3727,20,7
539,1280,42.99,18.7905,19,6
539,5668,40.29,16.7253,16,5
539,8360,18.61,7.5001,8,3
539,3003,27.99,9.1842,12,4
539,4663,35.21,13.6427,14,4
539,4449,25.66,11.0042,17,5
539,6417,8.76,4.2924,3,1
539,9315,14.98,6.4932,5,2
539,3140,42.6,17.1868,15,5
539,2266,32.18,12.4898,12,3
539,4180,31.75,10.8531,11,3
539,8851,14.49,6.603,8,3
539,10101,40.8,15.5728,17,6
539,3655,25.57,9.782,11,3
539,2599,10.77,3.9459,5,2
539,6442,17.27,5.726,7,3
539,6537,21.45,8.6863,12,4
539,3222,46.91,18.2217,20,6
539,2619,27.53,11.524,12,4
539,3099,32.4,13.6992,15,4
539,9027,15.25,6.5201,7,3
522,112,36.06,14.5479,21,6
522,9350,12.24,4.3632,6,2
522,6916,45.53,16.916,25,7
522,285,36.2,16.2644,14,4
522,9974,7.35,2.7195,3,1
522,3680,40.58,16.6973,20,5
522,3513,30.47,11.7006,17,5
522,2521,23.76,9.9555,11,4
522,1316,11.91,4.8831,3,1
522,1656,14.43,5.7996,6,2
522,10098,20.24,7.6333,13,4
522,3702,39.12,14.6428,13,5
522,1237,2.74,1.2056,2,1
522,4974,8.06,3.1432,8,3
522,10149,24.91,10.0785,11,4
522,4537,36.3,12.7656,16,5
522,4232,19.76,6.8867,12,4
522,6754,20.03,8.2499,13,5
522,705,17.73,8.1672,10,3
522,1198,29.24,10.997,13,4
522,7551,12.97,5.8706,5,2
522,213,23.17,9.5669,10,3
522,417,26.79,11.8533,15,5
522,8758,24.86,9.9693,14,5
522,4258,11.4,4.7996,6,2
522,9276,35.68,14.5335,19,6
522,3597,22.6,9.1184,10,4
522,5442,36.37,15.2426,16,5
522,9770,7.96,2.9452,4,1
522,5954,5.19,1.6608,3,1
522,4403,24.93,8.8878,13,4
522,115,29.08,11.5717,18,7
522,2890,24.27,10.0738,15,4
522,2977,32.43,13.3413,15,5
529,548,26.31,11.5545,8,3
529,3768,48.28,19.6625,19,6
529,9357,32.4,12.3153,12,4
529,8266,25.12,9.927,10,3
529,143,38.73,16.631,17,5
529,3143,42.6,15.5961,18,6
529,8684,22.66,8.6312,8,3
529,2610,48.17,16.3266,15,4
529,9020,30.68,12.8564,19,6
529,5279,8.43,3.9096,5,2
529,8785,47.15,17.9993,17,6
529,1865,53.76,20.8891,21,7
529,2195,52.84,22.202,19,7
529,3767,29.05,11.6826,14,4
529,2658,31.08,12.8338,16,5
529,2452,23.9,10.1162,10,3
529,8754,32.58,13.6698,16,6
529,5502,25.73,9.1189,10,3
529,7035,29.54,12.6096,15,5
529,4664,40.66,15.8602,20,6
529,5930,14.1,5.655,6,2
529,6687,28.52,10.4704,14,4
529,5765,32.98,13.0208,17,6
529,3449,21.62,7.9456,7,2
529,8912,49.29,20.7639,17,6
529,763,11.93,5.3466,5,2
529,5519,23.96,9.8636,9,3
529,1043,49.98,20.198,22,7
529,3183,30.13,12.0758,10,3
529,6927,18.46,6.8013,14,5
529,1322,25.94,8.7364,18,5
529,9550,22.63,9.2656,10,3
529,6254,24.63,9.0855,11,4
529,1015,21.35,9.4257,11,4
570,6764,25.57,9.2909,9,3
570,1052,14.88,6.039,6,2
570,6299,50.11,21.0195,22,6
570,7880,40.25,14.527,17,4
570,4161,8.31,2.8089,5,2
570,6970,22.38,9.7214,17,5
570,1484,7.12,2.7768,4,1
570,5808,56,20.1186,21,6
570,10104,34.73,13.7129,13,4
570,115,35.87,14.2411,18,7
570,792,50.1,18.628,24,7
570,7230,10.83,3.7053,6,2
570,6223,25.06,10.0625,14,5
570,9522,18.44,6.9172,11,3
570,219,39.32,15.5328,18,5
570,6849,36.36,16.2902,12,4
570,9710,8.32,3.6004,7,2
570,6584,32.17,10.9195,17,4
570,2788,14.14,6.2944,7,2
570,8937,25.17,10.2708,18,7
570,9985,3,1.14,2,1
570,8600,7.28,3.4944,2,1
570,3969,13.17,5.4969,6,2
570,3114,38.98,17.4282,16,3
570,1344,10.48,3.8656,5,2
570,3099,14.08,6.2352,6,2
570,8340,23.04,8.4972,8,3
570,7851,36.75,13.8199,17,5
570,2963,31.24,10.7036,14,4
570,6442,36.92,15.639,15,5
567,5144,33.84,11.6328,12,3
567,4627,9.97,3.4353,7,2
567,6860,6.58,2.2168,6,2
567,3579,36.63,13.6329,12,4
567,801,43.43,15.6049,18,6
567,3051,42.95,17.4537,18,6
567,5244,21.57,8.9133,6,2
567,7187,34.71,14.9081,17,5
567,7667,39.11,15.7623,16,5
567,1058,17.8,7.0482,10,4
567,2385,8.73,3.0555,3,1
567,9470,7.92,2.7528,4,2
567,5113,43.77,19.0938,15,5
567,8624,12.42,5.2356,5,2
567,285,37.87,15.5806,21,6
567,3121,6.33,2.3982,6,2
567,5441,16.56,5.244,7,2
567,1331,28.71,10.8018,10,3
567,922,33.78,13.5335,20,6
567,7271,30.96,9.7775,16,4
567,746,25.84,10.6019,11,4
567,5293,29.36,13.7684,13,4
567,734,21.75,9.6276,8,3
567,6129,39.48,16.0384,12,3
567,6174,43.87,16.2015,18,6
567,487,25.85,11.4642,11,3
567,49,10.44,4.0232,8,2
567,1539,51.31,20.6072,20,6
567,8885,33.72,13.2337,16,6
567,676,22.88,8.7787,19,6
552,527,8.84,3.954,7,3
552,5580,21.72,8.686,16,4
552,4440,34.79,14.3141,18,6
552,5772,14.31,5.9217,6,2
552,2976,40.86,14.8909,14,4
552,6893,25.16,11.1093,16,5
552,9019,44.92,16.6676,21,5
552,857,40.56,15.847,20,5
552,6400,48,19.085,19,6
552,995,18.25,7.1693,14,4
552,2757,14.68,5.4048,6,2
552,5668,24.23,11.5818,11,4
552,6511,10.12,3.7704,8,2
552,2675,16,5.2724,9,3
552,3352,37.52,14.59,19,6
552,5674,41.92,16.784,15,6
552,7551,16.17,6.9138,6,2
552,3216,33.7,13.6077,19,7
552,1133,8.7,3.5277,6,2
552,9188,42.28,15.1038,15,4
552,7584,32.89,12.3065,21,6
552,8190,9.72,3.4992,3,1
552,4090,16.68,6.7737,12,4
552,5086,17.37,7.6524,11,3
552,5192,34.53,12.3138,14,5
552,8546,19.26,7.1664,13,4
552,5322,39.98,15.6015,15,5
552,2879,20.58,8.6106,9,3
552,2647,5.28,1.584,3,1
552,62,24.87,10.5558,9,3
552,2523,36.65,15.3766,13,4
552,3668,9.6,4.704,4,1
552,5731,39.61,15.5483,23,7
552,112,14.6,5.9856,8,2
561,3004,38.63,16.5503,14,4
561,9686,9.68,4.5496,8,3
561,5387,27.09,11.1708,10,3
561,8609,15.84,6.4944,4,1
561,285,20.45,7.5653,15,6
561,500,4.41,2.205,3,1
561,1759,32.6,12.0464,17,6
561,3888,33.98,12.5366,16,6
561,110,4.23,1.7469,6,2
561,5777,31.27,12.978,15,6
561,6284,48.38,15.9624,25,7
561,1152,7.73,3.7515,5,2
561,2976,36.73,16.6446,22,6
561,7899,17.16,6.871,12,4
561,7599,28.99,12.5449,15,5
561,4479,5.92,2.1904,2,1
561,6754,46.46,16.1544,21,7
561,10174,26.47,11.8198,9,3
561,43,33.18,13.8699,15,5
561,3333,45.06,17.2426,19,7
561,8724,2.54,0.9906,2,1
561,7187,12.47,5.1174,7,2
561,424,35.65,14.0894,12,4
561,5009,27.35,10.595,16,5
561,4138,18.93,6.9323,14,4
561,7832,28.74,10.3067,18,6
561,1731,14.59,6.3095,11,4
561,2842,18.42,7.1985,9,3
561,50,19.6,7.2562,12,4
561,7459,40.28,15.6948,17,5
561,9404,18.69,7.2594,6,2
561,7478,4.26,2.0874,3,1
561,7378,13.92,5.4342,5,2
561,9486,31.51,11.537,18,6
557,10109,36.53,15.236,17,6
557,917,37.88,14.608,17,6
557,3850,14.35,5.166,5,1
557,593,4.92,1.5252,3,1
557,8154,42.72,15.9642,18,5
557,5945,32.47,11.849,15,6
557,6836,40.32,17.2895,18,5
557,7536,25.31,10.7921,13,3
557,6261,36.77,14.6572,17,4
557,6764,19.48,7.2292,8,2
557,4855,16.12,5.338,6,2
557,6038,23.03,8.5615,13,4
557,7469,24.62,9.3356,11,4
557,170,43.6,18.3018,22,7
557,8700,7.74,3.5604,3,1
557,4180,37.94,14.9989,15,4
557,219,35.86,12.9104,16,5
557,8159,18.76,8.2636,7,2
557,2957,28.67,11.0478,13,4
557,1322,35,12.6284,17,4
557,5183,4.62,1.4784,3,1
557,9594,14.18,5.594,12,4
557,6566,45.72,19.7705,19,6
557,927,28.36,12.3452,10,4
557,6392,18.61,7.1038,8,3
557,2377,9.48,4.0764,3,1
557,8094,29,11.556,15,5
557,4599,18.26,7.6522,10,3
557,2266,33.91,14.135,10,3
557,1822,24.18,9.2823,12,4
557,6891,53.71,21.4496,25,6
557,9276,26.06,9.8608,17,6
557,2412,9.33,3.4962,8,2
557,9772,24.59,8.7076,11,4
608,9338,14.31,5.6898,7,3
608,5947,38.48,14.7388,16,4
608,9640,14.37,6.1518,6,2
608,7318,24.23,8.6092,13,4
608,3597,31,11.3852,10,4
608,6136,30.37,12.1692,11,3
608,3738,11.12,4.2142,5,2
608,7636,16.19,5.7404,8,3
608,10210,47.47,17.0789,20,6
608,7762,34.46,13.9401,15,5
608,8545,37.58,15.8529,19,6
608,2757,35.6,12.5088,16,4
608,2129,44.63,18.5315,19,6
608,6754,27.38,9.8443,13,4
608,3258,25.64,10.242,12,4
608,6590,41.12,16.8501,24,8
608,5748,8.67,3.5547,3,1
608,5674,5.01,2.0535,5,2
608,5161,33.2,14.3462,14,5
608,3028,30.77,11.5065,14,6
608,2194,48.75,19.4835,18,6
608,3009,29.98,13.0934,11,4
608,6805,49.92,19.6857,21,7
608,6429,42.89,18.266,17,6
608,7626,41.98,17.5274,20,6
608,9390,9.63,3.2742,3,1
608,3116,2.19,1.0293,3,1
608,527,38.82,16.4679,21,6
608,1537,45.4,19.0391,20,6
608,8982,42.29,17.8918,18,5
608,2429,36.97,13.886,18,6
608,7757,3.48,1.218,2,1
593,661,20.46,9.1647,9,3
593,5322,50.23,22.0011,19,6
593,5547,41.88,17.226,17,6
593,8360,16.14,6.4512,8,3
593,1331,53.32,20.7305,25,7
593,6500,20.06,8.3406,10,3
593,9422,58.53,22.0708,26,6
593,2658,47.84,19.7432,17,5
593,10209,8.64,3.024,4,1
593,1967,20.55,8.4111,6,2
593,200,13.08,6.0168,4,1
593,5490,39.01,16.8288,17,5
593,5183,3.75,1.4625,3,1
593,9540,20.77,8.2112,10,4
593,9792,36.69,14.558,17,5
593,5717,32.54,12.8212,13,4
593,849,47.5,18.5645,24,6
593,5013,11.12,4.4024,5,2
593,3079,14.33,5.7574,5,2
593,3349,16.2,6.9456,10,3
593,1389,5.08,1.7868,5,2
593,2618,13.57,5.8937,5,2
593,7124,11.15,5.0901,5,2
593,6014,60.23,25.7086,22,7
593,2963,44.33,18.4264,18,6
593,3127,44.77,18.1893,20,6
593,7801,22.17,8.2269,11,4
593,8782,33.15,13.9172,10,4
593,3316,42.15,17.7659,22,7
593,220,9.6,4.416,3,1
593,5771,28.25,10.9752,11,4
593,2969,35.98,15.3968,17,5
593,8977,10.98,4.8618,6,2
593,4403,30.63,11.0535,13,4
593,3164,30.93,12.2847,14,4
593,6905,5.19,1.6608,3,1
593,916,19.9,8.2487,12,4
593,8323,41.17,18.3239,19,6
593,9552,9.59,3.1808,5,2
593,6207,39.2,15.809,21,7
579,6609,36.84,15.0759,16,6
579,1619,2.56,1.0752,2,1
579,2865,54.39,23.8856,24,7
579,2751,19.21,6.9372,10,3
579,5322,13.5,6.2334,6,2
579,391,38.16,15.0528,15,5
579,9067,6.93,2.4948,3,1
579,3414,39.31,14.6475,18,6
579,8445,25.84,10.8045,12,4
579,9315,41.42,16.6601,12,4
579,405,32.5,11.2343,17,6
579,4967,46.24,17.4404,15,4
579,1990,5.04,1.9152,3,1
579,6189,8.18,3.1248,6,3
579,133,5.24,2.3056,4,1
579,8360,26.57,11.4603,14,5
579,1316,42.01,16.7166,17,5
579,10101,44.82,15.7085,19,6
579,1373,39.14,15.338,22,6
579,2915,55.54,21.8472,23,7
579,1368,11.55,3.8028,7,2
579,7653,60.44,24.1959,28,7
579,6617,50.5,17.8506,22,7
579,4407,29.67,11.7138,16,5
579,1102,40.66,17.1654,17,6
579,2266,33.83,14.4578,21,6
579,5514,27.54,10.5108,19,6
579,6670,12.24,5.0697,6,2
579,4307,33.65,12.5696,12,5
579,6988,13.79,6.6192,7,2
579,8129,16.67,6.7845,14,4
579,4061,30.8,12.8492,13,4
579,4664,36.76,16.3766,20,6
579,1608,20.56,9.0443,11,4
579,8214,14,5.5358,10,4
579,17,41.57,17.1197,22,6
579,1576,18.32,7.0392,7,2
579,1584,30.35,11.1086,15,5
579,8899,50.78,17.4593,21,7
579,2709,38.1,14.2443,19,7
579,1743,8.7,2.871,6,2
579,505,26.17,9.5257,9,3
579,3767,23.66,9.5058,11,3
579,9257,11.79,4.482,7,2
