time_id,city,state_province,country,store_sales,store_cost,unit_sales,fact_count
385,Downey,CA,USA,108.82,44.5946,58,17
385,Burbank,CA,USA,91.95,36.0807,35,11
385,San Gabriel,CA,USA,86.93,33.3064,39,12
385,Glendale,CA,USA,36.56,13.7043,20,8
385,Altadena,CA,USA,6.52,2.608,4,1
385,Pomona,CA,USA,65.88,26.5637,30,11
385,Santa Monica,CA,USA,27.62,9.8028,12,4
385,Woodland Hills,CA,USA,32.48,14.0347,19,6
385,Lakewood,CA,USA,34.48,13.7804,18,6
378,Altadena,CA,USA,72.52,28.2553,33,12
378,Woodland Hills,CA,USA,90.35,34.2353,38,14
378,Torrance,CA,USA,14.2,5.4998,8,3
378,Lakewood,CA,USA,55.75,22.0279,28,10
378,Downey,CA,USA,140.46,55.2843,56,18
378,Glendale,CA,USA,23.22,8.6106,12,4
378,Newport Beach,CA,USA,27.31,12.4408,12,3
378,Santa Monica,CA,USA,77.72,30.7247,28,8
378,Long Beach,CA,USA,191.47,74.2645,73,21
378,Beverly Hills,CA,USA,68.92,26.49,29,9
378,Arcadia,CA,USA,72.68,29.5705,28,10
378,West Covina,CA,USA,16.14,7.083,7,2
378,Bellflower,CA,USA,8.88,3.7296,3,1
371,Woodland Hills,CA,USA,98.88,41.7277,39,12
371,Torrance,CA,USA,43.06,16.7092,28,7
371,Beverly Hills,CA,USA,106.28,42.364,53,17
371,Santa Monica,CA,USA,63.64,26.6571,30,8
371,Downey,CA,USA,96.52,38.5844,53,17
371,Long Beach,CA,USA,74.47,29.9809,28,10
371,Lakewood,CA,USA,76.99,32.3789,34,12
371,Glendale,CA,USA,28.99,11.8083,14,4
371,San Gabriel,CA,USA,88.61,38.4961,37,10
371,Burbank,CA,USA,46.68,18.9076,20,7
371,Newport Beach,CA,USA,11.88,4.7646,6,3
371,Arcadia,CA,USA,76.56,30.4424,36,12
371,West Covina,CA,USA,14.96,6.302,6,2
371,Pomona,CA,USA,38.03,14.4545,19,6
386,Newport Beach,CA,USA,104.42,39.907,45,15
386,Pomona,CA,USA,95.54,38.8341,40,13
386,San Gabriel,CA,USA,32.63,11.3319,12,4
386,Santa Monica,CA,USA,79.08,33.0806,33,12
386,Beverly Hills,CA,USA,27.63,12.4647,14,4
386,Downey,CA,USA,51.73,20.1257,31,10
386,Long Beach,CA,USA,79.02,32.3766,28,9
386,Burbank,CA,USA,39.64,15.8406,17,5
386,Glendale,CA,USA,33.94,15.2522,16,4
386,Lakewood,CA,USA,143.08,55.7862,66,20
386,West Covina,CA,USA,44.19,18.1018,24,7
386,Torrance,CA,USA,29.97,10.1151,18,5
386,Altadena,CA,USA,18.56,6.3152,6,3
386,Bellflower,CA,USA,58.41,22.6785,20,6
369,Bellflower,CA,USA,34.91,14.1673,16,5
369,Los Angeles,CA,USA,42.3,17.929,15,6
369,Santa Monica,CA,USA,83.38,29.32,30,8
369,Long Beach,CA,USA,86.22,36.6553,44,16
369,Woodland Hills,CA,USA,59.75,25.8914,24,8
369,Newport Beach,CA,USA,47.63,19.847,22,7
369,Beverly Hills,CA,USA,41.9,16.0436,21,7
369,Burbank,CA,USA,114.37,44.377,52,16
369,Torrance,CA,USA,64.2,26.1186,40,13
369,Glendale,CA,USA,69.63,29.2314,32,12
369,West Covina,CA,USA,42.11,18.2782,18,6
369,San Gabriel,CA,USA,128.67,51.8095,61,19
369,Downey,CA,USA,52.57,17.1192,19,5
412,Pomona,CA,USA,103.5,40.1107,49,16
412,Long Beach,CA,USA,39.2,14.7087,25,9
412,Woodland Hills,CA,USA,45.81,19.3387,24,9
412,Glendale,CA,USA,37.3,15.7667,19,6
412,Santa Monica,CA,USA,96.9,39.0162,46,15
412,Beverly Hills,CA,USA,84.15,33.6678,42,12
412,Burbank,CA,USA,100.15,38.5922,51,17
412,Arcadia,CA,USA,120.36,47.1697,56,18
412,Bellflower,CA,USA,58.9,22.7293,34,10
412,Lakewood,CA,USA,24.71,9.6053,13,4
412,Los Angeles,CA,USA,30.73,10.228,12,4
412,Downey,CA,USA,60.1,26.4003,31,10
412,Torrance,CA,USA,29.03,11.5002,14,4
413,Lakewood,CA,USA,76.37,31.6141,34,11
413,Torrance,CA,USA,48.06,20.8236,24,7
413,Santa Monica,CA,USA,22.8,9.5346,21,7
413,West Covina,CA,USA,5.64,2.4252,3,1
413,Newport Beach,CA,USA,37.84,16.2324,24,8
413,Bellflower,CA,USA,139.63,54.4133,60,19
413,Long Beach,CA,USA,128.35,51.7553,62,18
413,Downey,CA,USA,99.89,40.1847,54,15
413,Glendale,CA,USA,64.23,27.1992,35,11
413,San Gabriel,CA,USA,82.5,32.4446,37,11
413,Arcadia,CA,USA,10.6,3.4504,8,2
413,Altadena,CA,USA,58.1,25.9922,19,6
413,Burbank,CA,USA,53.46,21.2103,27,9
413,Woodland Hills,CA,USA,46.94,19.4882,19,7
413,Pomona,CA,USA,23.88,9.1588,9,3
409,Santa Monica,CA,USA,94.29,35.2449,45,15
409,Los Angeles,CA,USA,27.15,10.5003,16,5
409,Torrance,CA,USA,87.11,36.7421,39,12
409,West Covina,CA,USA,61.21,23.4824,28,8
409,Glendale,CA,USA,58.04,23.9529,31,10
422,Beverly Hills,CA,USA,136.36,53.3935,63,20
422,Los Angeles,CA,USA,49.28,22.0774,21,7
422,Woodland Hills,CA,USA,67.76,28.1127,28,10
422,West Covina,CA,USA,66.04,27.0381,31,9
422,Bellflower,CA,USA,138.25,55.6332,62,18
422,Lakewood,CA,USA,61.98,24.3853,31,11
422,Arcadia,CA,USA,30.37,10.3908,17,5
422,Burbank,CA,USA,86.49,32.1688,49,16
422,Altadena,CA,USA,119.69,48.7263,51,15
422,Downey,CA,USA,65.58,26.5794,32,10
422,Pomona,CA,USA,99.83,40.0421,46,15
422,Torrance,CA,USA,19.26,7.6104,6,2
422,Santa Monica,CA,USA,26.95,8.3653,13,4
422,Newport Beach,CA,USA,97.66,39.7484,39,14
422,San Gabriel,CA,USA,50.49,20.9295,19,6
422,Long Beach,CA,USA,164.97,65.2797,63,19
422,Glendale,CA,USA,90.4,36.409,31,11
410,San Gabriel,CA,USA,120.64,49.6775,57,17
410,Los Angeles,CA,USA,62.98,24.0943,31,8
410,Bellflower,CA,USA,148.2,59.216,63,19
410,Santa Monica,CA,USA,79.86,31.2366,49,14
410,West Covina,CA,USA,59.34,24.4648,33,11
410,Newport Beach,CA,USA,107.84,42.0696,50,18
410,Burbank,CA,USA,20.19,7.6965,11,4
410,Lakewood,CA,USA,96.52,38.7938,46,16
410,Long Beach,CA,USA,207.01,86.632,76,23
410,Beverly Hills,CA,USA,91.69,35.4684,41,14
410,Pomona,CA,USA,98.35,40.4095,58,19
410,Downey,CA,USA,83,31.9429,39,13
410,Glendale,CA,USA,72.83,27.4501,35,11
410,Arcadia,CA,USA,60.14,23.9981,25,8
410,Torrance,CA,USA,39.85,15.2808,14,6
410,Woodland Hills,CA,USA,40.04,16.7323,20,6
449,Arcadia,CA,USA,35.14,15.3808,14,4
449,Altadena,CA,USA,98.01,40.282,35,12
449,Downey,CA,USA,14.9,5.6912,7,2
449,Lakewood,CA,USA,28.1,11.4044,20,6
449,Woodland Hills,CA,USA,5.52,1.7892,8,2
449,Santa Monica,CA,USA,48.26,17.4787,24,9
449,Newport Beach,CA,USA,116.29,44.5222,52,16
449,Pomona,CA,USA,98.44,38.0126,45,16
449,Bellflower,CA,USA,104.73,42.5659,53,17
449,Torrance,CA,USA,33.95,13.7745,14,4
449,West Covina,CA,USA,48.38,18.236,25,8
449,Los Angeles,CA,USA,23.7,10.296,10,3
449,Glendale,CA,USA,137.15,53.6107,65,21
449,San Gabriel,CA,USA,64.77,25.6004,26,7
446,Los Angeles,CA,USA,61.32,26.1541,33,11
446,Pomona,CA,USA,120.71,45.672,59,18
446,Torrance,CA,USA,28.52,11.2652,12,4
446,Beverly Hills,CA,USA,45.44,19.8656,22,6
446,Newport Beach,CA,USA,51.21,18.4125,22,6
427,Torrance,CA,USA,96.66,36.7314,43,14
427,Los Angeles,CA,USA,38.21,15.666,22,8
427,Altadena,CA,USA,39.73,15.5637,16,6
427,Long Beach,CA,USA,49.3,19.7422,18,5
427,San Gabriel,CA,USA,11.85,4.6215,3,1
427,Arcadia,CA,USA,21.82,8.0638,6,2
427,Pomona,CA,USA,69.18,29.1958,35,12
427,Beverly Hills,CA,USA,116.66,47.604,48,17
427,Santa Monica,CA,USA,52.97,21.4465,22,8
427,Burbank,CA,USA,54.94,21.3363,17,6
427,Woodland Hills,CA,USA,22.82,10.2726,10,3
427,Newport Beach,CA,USA,32.15,13.9246,19,6
427,Glendale,CA,USA,66.62,26.4209,34,12
427,West Covina,CA,USA,67.47,27.2939,38,12
427,Bellflower,CA,USA,46.6,19.6866,23,7
455,Long Beach,CA,USA,61.94,25.3903,41,13
455,Burbank,CA,USA,47.75,20.8717,22,7
455,West Covina,CA,USA,78.3,32.8071,39,13
455,Glendale,CA,USA,43.58,16.4917,21,7
455,Lakewood,CA,USA,32.05,11.7552,17,5
455,Beverly Hills,CA,USA,56.46,22.0852,25,9
455,Arcadia,CA,USA,46.13,17.1961,19,6
455,Santa Monica,CA,USA,19.14,9.3588,8,3
455,Pomona,CA,USA,34.51,14.0523,20,7
455,San Gabriel,CA,USA,58.25,21.9509,33,11
455,Los Angeles,CA,USA,91.16,38.0039,37,12
455,Altadena,CA,USA,65.46,27.2995,39,12
455,Downey,CA,USA,45.09,19.0835,24,7
455,Woodland Hills,CA,USA,11.76,4.9314,6,2
438,Long Beach,CA,USA,85.47,35.4446,47,16
438,Bellflower,CA,USA,103.94,40.198,51,15
438,Burbank,CA,USA,92.31,35.9438,36,11
438,Downey,CA,USA,65.04,23.8861,30,10
438,Glendale,CA,USA,72.28,27.317,33,9
438,Beverly Hills,CA,USA,67.35,28.2377,38,12
438,Newport Beach,CA,USA,47.49,19.3724,22,8
438,Pomona,CA,USA,26.03,10.4404,9,3
438,San Gabriel,CA,USA,21.56,8.8388,13,4
438,Altadena,CA,USA,15.18,5.8014,10,3
438,Woodland Hills,CA,USA,89.71,37.7682,37,10
438,Arcadia,CA,USA,113.12,43.7762,51,17
438,Torrance,CA,USA,10.26,4.2066,3,1
438,West Covina,CA,USA,35.71,14.3092,15,5
475,Woodland Hills,CA,USA,10.8,4.3956,5,2
475,Glendale,CA,USA,98.91,38.98,38,12
475,Arcadia,CA,USA,22.6,9.5312,13,4
475,Burbank,CA,USA,62.61,24.4494,32,11
475,Newport Beach,CA,USA,12.26,5.2896,6,2
475,Los Angeles,CA,USA,80.15,33.1547,46,15
475,West Covina,CA,USA,61.03,23.091,34,11
475,Downey,CA,USA,78.91,32.8566,45,14
475,Santa Monica,CA,USA,81.34,32.1992,45,15
475,Pomona,CA,USA,62.17,26.5298,29,10
475,Long Beach,CA,USA,46.71,18.4683,21,7
475,Bellflower,CA,USA,17.61,7.8042,10,3
475,Beverly Hills,CA,USA,29.74,11.9436,13,4
463,Pomona,CA,USA,121.5,47.8392,58,19
463,Long Beach,CA,USA,94.1,36.869,45,13
463,Altadena,CA,USA,97.22,40.9115,42,12
463,San Gabriel,CA,USA,39.21,15.6725,15,5
463,Bellflower,CA,USA,88.28,36.5038,43,14
463,Burbank,CA,USA,32.87,12.5267,17,6
463,Newport Beach,CA,USA,24.38,10.4354,11,4
463,Santa Monica,CA,USA,41.06,16.0162,24,7
463,Lakewood,CA,USA,80.96,31.3019,37,11
463,Woodland Hills,CA,USA,55.75,24.1856,22,6
463,Los Angeles,CA,USA,55,24.821,28,7
463,Downey,CA,USA,61,24.2838,31,10
463,Beverly Hills,CA,USA,37.81,14.2482,18,5
460,Downey,CA,USA,72.03,29.156,40,13
460,Santa Monica,CA,USA,81.79,29.7566,33,10
460,San Gabriel,CA,USA,137.17,55.2862,56,19
460,Los Angeles,CA,USA,100.32,43.9413,47,16
460,Bellflower,CA,USA,21.9,9.2238,10,3
460,Newport Beach,CA,USA,37.68,15.6861,21,6
460,Altadena,CA,USA,38.65,15.3393,20,7
460,Lakewood,CA,USA,80.01,31.9886,41,14
460,Beverly Hills,CA,USA,111.04,45.3225,51,15
460,Burbank,CA,USA,80.63,31.1468,30,8
460,Glendale,CA,USA,24.67,9.9239,14,4
460,West Covina,CA,USA,11.91,5.0457,6,2
460,Arcadia,CA,USA,20.55,8.6808,8,3
461,Long Beach,CA,USA,41.18,15.7488,19,6
461,Santa Monica,CA,USA,129.27,52.9829,66,20
461,Arcadia,CA,USA,70.11,26.0699,38,12
461,Downey,CA,USA,56.45,21.1556,23,8
461,Los Angeles,CA,USA,82.23,35.822,43,13
461,Torrance,CA,USA,33.8,12.7154,16,5
461,Newport Beach,CA,USA,85.83,33.6259,37,11
461,Bellflower,CA,USA,66.15,26.8364,33,11
461,Beverly Hills,CA,USA,90.56,36.122,37,10
461,West Covina,CA,USA,60.62,25.5152,24,8
461,Glendale,CA,USA,27.69,10.2726,14,5
461,Lakewood,CA,USA,26.51,11.1802,18,6
483,Bellflower,CA,USA,40.89,15.6406,22,7
483,Pomona,CA,USA,16.15,6.5451,13,4
483,West Covina,CA,USA,79.59,32.1982,43,13
483,Glendale,CA,USA,5.06,2.294,4,2
483,Arcadia,CA,USA,69.24,29.616,36,12
483,Woodland Hills,CA,USA,142.97,56.2384,65,19
483,Downey,CA,USA,57.65,21.4141,21,6
483,Burbank,CA,USA,47.58,19.6904,22,7
483,Lakewood,CA,USA,44.71,17.9063,22,7
483,Santa Monica,CA,USA,31.6,12.369,13,5
483,Altadena,CA,USA,95.58,37.9452,50,17
483,Torrance,CA,USA,75.61,28.6033,28,9
483,San Gabriel,CA,USA,46.51,20.4453,18,6
483,Los Angeles,CA,USA,16.14,7.0212,6,2
483,Long Beach,CA,USA,65.48,24.9231,29,8
502,Long Beach,CA,USA,36.79,14.5753,21,6
502,Woodland Hills,CA,USA,58.3,21.0438,34,12
502,Torrance,CA,USA,51.13,18.7887,28,10
502,Lakewood,CA,USA,92.54,37.9512,47,15
502,Newport Beach,CA,USA,116.92,47.2854,54,19
502,Glendale,CA,USA,66.21,24.3818,31,11
502,Los Angeles,CA,USA,13.65,6.492,6,2
502,Burbank,CA,USA,52.86,20.393,30,10
502,Bellflower,CA,USA,33.86,13.9362,17,5
502,Santa Monica,CA,USA,10.74,4.4541,6,2
502,Downey,CA,USA,25.73,9.955,11,4
502,Beverly Hills,CA,USA,12.75,5.379,7,2
502,Altadena,CA,USA,32.68,12.2404,17,5
502,San Gabriel,CA,USA,42.36,18.1276,14,5
502,West Covina,CA,USA,32.03,11.407,14,4
500,Glendale,CA,USA,61.93,23.6195,37,12
500,Beverly Hills,CA,USA,106.24,42.788,62,20
500,Newport Beach,CA,USA,92.05,35.8422,46,15
500,West Covina,CA,USA,73.61,29.1294,28,9
500,San Gabriel,CA,USA,28.26,10.726,14,4
500,Arcadia,CA,USA,14.76,5.7564,4,1
500,Torrance,CA,USA,92.77,36.4425,46,15
500,Long Beach,CA,USA,44.3,20.793,18,6
500,Downey,CA,USA,44.36,16.6456,22,8
500,Santa Monica,CA,USA,8.61,3.2718,3,1
500,Lakewood,CA,USA,22.22,7.5306,14,4
500,Woodland Hills,CA,USA,24.07,9.2403,18,6
500,Los Angeles,CA,USA,9.81,3.9747,6,2
500,Burbank,CA,USA,35.69,14.2387,16,5
500,Bellflower,CA,USA,26.15,10.4545,14,4
507,Beverly Hills,CA,USA,57.76,25.4221,30,9
487,Newport Beach,CA,USA,102.39,41.959,43,13
487,Downey,CA,USA,73.98,28.9253,38,11
487,Burbank,CA,USA,97.27,36.7044,43,14
487,Bellflower,CA,USA,72.24,27.7419,29,10
487,Pomona,CA,USA,23.09,10.2082,17,5
487,Los Angeles,CA,USA,9.35,4.0272,5,2
487,Lakewood,CA,USA,20.4,6.9012,10,3
487,San Gabriel,CA,USA,13.48,6.1852,4,2
487,Long Beach,CA,USA,50.49,22.7172,23,7
487,Torrance,CA,USA,20.86,7.983,9,3
487,Altadena,CA,USA,16.74,7.6392,9,3
487,Woodland Hills,CA,USA,10.81,4.1984,12,4
487,West Covina,CA,USA,13.04,5.6188,7,2
487,Santa Monica,CA,USA,30.98,12.5777,12,4
487,Glendale,CA,USA,46.76,19.0003,19,6
495,Altadena,CA,USA,51.48,21.0782,27,8
495,Lakewood,CA,USA,64.18,24.032,27,10
495,Los Angeles,CA,USA,36.12,14.9728,19,8
495,Newport Beach,CA,USA,163.65,65.3921,77,25
495,Glendale,CA,USA,13.79,6.4105,7,2
495,Torrance,CA,USA,27.6,10.1536,10,3
495,Beverly Hills,CA,USA,9.54,4.2846,9,3
495,Pomona,CA,USA,63.9,24.8331,29,9
495,Burbank,CA,USA,27.1,9.7834,13,4
495,Bellflower,CA,USA,40.92,17.2814,24,8
495,Long Beach,CA,USA,49.69,19.8021,30,8
495,San Gabriel,CA,USA,51.76,18.6984,19,7
495,Arcadia,CA,USA,19.04,8.172,8,2
495,Santa Monica,CA,USA,15.63,6.6387,6,2
495,Downey,CA,USA,109.46,46.4245,51,16
531,West Covina,CA,USA,60.99,23.3323,33,11
531,Newport Beach,CA,USA,136.87,54.8795,65,21
531,Pomona,CA,USA,26.22,10.8186,12,4
531,Downey,CA,USA,32.93,11.3686,14,5
531,Beverly Hills,CA,USA,68.57,28.9507,31,10
531,Burbank,CA,USA,59.04,23.9331,30,10
531,San Gabriel,CA,USA,2.98,1.1324,2,1
531,Lakewood,CA,USA,44.74,17.4483,20,8
531,Arcadia,CA,USA,46.76,18.0685,28,9
531,Long Beach,CA,USA,103.36,41.9862,49,14
531,Torrance,CA,USA,92.84,37.1264,49,15
531,Glendale,CA,USA,25.93,9.2879,15,6
531,Altadena,CA,USA,33.06,12.519,12,3
531,Los Angeles,CA,USA,8.73,3.4803,7,3
531,Woodland Hills,CA,USA,30.98,14.2128,17,5
524,Santa Monica,CA,USA,35.79,11.9747,21,8
524,Arcadia,CA,USA,84.01,33.3428,38,11
524,Newport Beach,CA,USA,61.71,22.5227,34,10
524,Glendale,CA,USA,105.27,40.6062,58,18
524,Pomona,CA,USA,43.26,17.1958,25,8
524,Burbank,CA,USA,150.38,60.0418,70,22
524,San Gabriel,CA,USA,27.25,10.0969,12,4
524,Beverly Hills,CA,USA,25.36,9.1032,8,2
524,Long Beach,CA,USA,48.1,20.0427,26,9
524,Altadena,CA,USA,75.96,30.4412,31,9
524,West Covina,CA,USA,55.97,21.038,30,11
524,Lakewood,CA,USA,74.67,30.2949,36,12
524,Los Angeles,CA,USA,67.34,24.5055,27,8
524,Downey,CA,USA,10.03,3.2342,8,3
539,Los Angeles,CA,USA,45.63,19.1563,21,7
539,San Gabriel,CA,USA,100.12,40.1438,43,13
539,Arcadia,CA,USA,22.07,8.3261,12,4
539,Newport Beach,CA,USA,31.75,10.8531,11,3
522,Santa Monica,CA,USA,60.97,24.6264,32,10
522,Downey,CA,USA,42.71,16.0638,23,7
522,Newport Beach,CA,USA,73.13,28.0909,41,13
522,Woodland Hills,CA,USA,84.25,36.585,32,10
522,Burbank,CA,USA,7.35,2.7195,3,1
522,Long Beach,CA,USA,51.98,21.4969,26,7
522,Arcadia,CA,USA,66.42,27.0105,34,11
522,Altadena,CA,USA,51.57,20.5145,32,12
522,Beverly Hills,CA,USA,44.51,17.7071,28,8
522,Torrance,CA,USA,39.12,14.6428,13,5
522,Bellflower,CA,USA,115.3,45.3765,55,19
522,Glendale,CA,USA,92.64,35.3624,48,15
522,West Covina,CA,USA,31.98,13.5141,18,6
522,Los Angeles,CA,USA,32.43,13.3413,15,5
529,Arcadia,CA,USA,52.04,20.6734,18,6
529,Lakewood,CA,USA,78.13,31.4732,33,10
529,Glendale,CA,USA,119.79,49.6628,55,17
529,Beverly Hills,CA,USA,97.35,41.2184,40,15
570,Torrance,CA,USA,65.49,24.5139,31,10
570,Glendale,CA,USA,14.88,6.039,6,2
570,West Covina,CA,USA,60.59,24.8851,27,8
570,Santa Monica,CA,USA,84.45,33.6604,34,10
570,San Gabriel,CA,USA,25.38,10.8614,19,6
570,Woodland Hills,CA,USA,69.04,26.8675,39,13
570,Beverly Hills,CA,USA,129.78,50.0664,53,16
570,Altadena,CA,USA,35.87,14.2411,18,7
570,Pomona,CA,USA,86.46,34.9182,36,11
570,Downey,CA,USA,56.3,20.7661,28,9
570,Bellflower,CA,USA,39.32,15.5328,18,5
570,Newport Beach,CA,USA,8.32,3.6004,7,2
570,Los Angeles,CA,USA,71.15,28.3477,33,7
570,Lakewood,CA,USA,23.04,8.4972,8,3
567,Burbank,CA,USA,33.84,11.6328,12,3
567,Santa Monica,CA,USA,40.93,13.2128,23,6
567,Beverly Hills,CA,USA,66.42,27.8299,28,9
567,San Gabriel,CA,USA,123.35,50.1804,45,15
567,Downey,CA,USA,43.43,15.6049,18,6
567,Altadena,CA,USA,60.43,24.7091,31,11
567,Long Beach,CA,USA,112.37,45.3342,48,14
567,Pomona,CA,USA,59.84,26.4515,24,8
567,Woodland Hills,CA,USA,37.87,15.5806,21,6
567,Lakewood,CA,USA,29.21,11.1769,25,8
567,Bellflower,CA,USA,16.56,5.244,7,2
567,Newport Beach,CA,USA,28.71,10.8018,10,3
567,West Covina,CA,USA,59.56,23.8356,27,10
567,Los Angeles,CA,USA,43.87,16.2015,18,6
567,Arcadia,CA,USA,10.44,4.0232,8,2
567,Glendale,CA,USA,51.31,20.6072,20,6
552,Pomona,CA,USA,32.75,14.5797,17,6
552,Long Beach,CA,USA,69.28,25.3738,34,9
552,Altadena,CA,USA,158.01,62.5589,68,23
552,Newport Beach,CA,USA,85.78,31.5585,35,9
552,Arcadia,CA,USA,25.16,11.1093,16,5
552,San Gabriel,CA,USA,75.82,28.2858,42,12
552,Lakewood,CA,USA,118.41,45.9815,59,18
552,Torrance,CA,USA,18.25,7.1693,14,4
552,Glendale,CA,USA,72.61,30.5943,36,13
552,Woodland Hills,CA,USA,16.17,6.9138,6,2
552,Burbank,CA,USA,26.07,11.1801,17,5
552,Santa Monica,CA,USA,89.17,35.6421,35,11
552,Beverly Hills,CA,USA,56.29,22.322,35,11
552,Downey,CA,USA,20.58,8.6106,9,3
561,Downey,CA,USA,71.23,28.5967,31,10
561,Pomona,CA,USA,68.28,27.2574,36,12
561,West Covina,CA,USA,59.98,24.4181,25,8
561,Woodland Hills,CA,USA,20.45,7.5653,15,6
561,Bellflower,CA,USA,65.46,24.6689,35,12
561,San Gabriel,CA,USA,39.9,14.727,18,7
561,Torrance,CA,USA,50.2,19.9103,29,10
561,Arcadia,CA,USA,93.44,33.205,44,14
561,Beverly Hills,CA,USA,49,19.7807,26,9
561,Newport Beach,CA,USA,101.57,43.3199,55,17
561,Burbank,CA,USA,147.09,58.8897,68,22
561,Glendale,CA,USA,2.54,0.9906,2,1
561,Altadena,CA,USA,32.07,12.3736,19,6
557,Arcadia,CA,USA,88.23,34.8453,43,14
557,Los Angeles,CA,USA,179.71,71.0306,85,27
557,Downey,CA,USA,67.97,26.0576,31,10
557,Beverly Hills,CA,USA,23.68,9.7888,10,3
557,Glendale,CA,USA,114.5,45.5955,54,17
557,Pomona,CA,USA,32.47,11.849,15,6
557,Altadena,CA,USA,56.44,22.6275,24,7
557,Newport Beach,CA,USA,116.96,47.2406,53,13
557,Torrance,CA,USA,54.48,19.8576,25,6
557,Lakewood,CA,USA,7.74,3.5604,3,1
557,Bellflower,CA,USA,102.75,40.869,39,13
557,San Gabriel,CA,USA,14.18,5.594,12,4
557,Long Beach,CA,USA,33.66,13.3587,15,5
557,Santa Monica,CA,USA,9.33,3.4962,8,2
608,Newport Beach,CA,USA,14.31,5.6898,7,3
608,Beverly Hills,CA,USA,38.48,14.7388,16,4
608,Burbank,CA,USA,106.12,43.1399,45,16
608,Arcadia,CA,USA,102.32,39.3453,55,18
608,Bellflower,CA,USA,179.18,70.3066,76,26
608,Woodland Hills,CA,USA,42.52,16.9419,16,5
608,Santa Monica,CA,USA,80.67,31.4251,34,11
608,San Gabriel,CA,USA,79.56,33.3803,39,12
608,Glendale,CA,USA,35.6,12.5088,16,4
608,Altadena,CA,USA,30.65,12.2955,17,6
608,West Covina,CA,USA,50.94,20.5128,21,7
608,Torrance,CA,USA,92.81,37.9517,38,13
608,Los Angeles,CA,USA,9.63,3.2742,3,1
608,Pomona,CA,USA,38.82,16.4679,21,6
608,Downey,CA,USA,42.29,17.8918,18,5
593,Pomona,CA,USA,20.46,9.1647,9,3
593,Santa Monica,CA,USA,58.87,25.0251,23,7
593,West Covina,CA,USA,41.88,17.226,17,6
593,Bellflower,CA,USA,36.23,14.6646,19,7
593,Newport Beach,CA,USA,107.42,41.7037,51,17
593,Woodland Hills,CA,USA,36.26,15.2862,20,6
593,Burbank,CA,USA,138.66,56.0281,60,17
593,Glendale,CA,USA,147.63,61.034,65,19
593,Los Angeles,CA,USA,47.2,20.3216,15,5
593,San Gabriel,CA,USA,39.01,16.8288,17,5
593,Torrance,CA,USA,109.76,44.0799,47,14
593,Lakewood,CA,USA,50.31,21.1542,22,7
593,Downey,CA,USA,77.48,32.3436,28,10
593,Arcadia,CA,USA,97.57,37.4697,44,14
593,Beverly Hills,CA,USA,62.72,25.8085,33,11
593,Long Beach,CA,USA,39.2,15.809,21,7
579,Burbank,CA,USA,133.3,52.9388,62,21
579,Arcadia,CA,USA,94.91,35.6542,45,14
579,Altadena,CA,USA,132.43,52.247,65,20
579,Glendale,CA,USA,31,11.4192,17,5
579,Santa Monica,CA,USA,50.26,22.61,26,8
579,Bellflower,CA,USA,264.28,103.6836,127,40
579,Lakewood,CA,USA,62.17,22.668,33,9
579,San Gabriel,CA,USA,39.31,14.6475,18,6
579,Woodland Hills,CA,USA,83.43,33.3767,29,9
579,Long Beach,CA,USA,61.06,23.249,37,12
579,West Covina,CA,USA,55.54,21.8472,23,7
579,Downey,CA,USA,71.99,27.9987,35,9
579,Los Angeles,CA,USA,47.99,18.753,23,7
579,Pomona,CA,USA,52.9,22.2351,23,8
579,Newport Beach,CA,USA,33.65,12.5696,12,5
579,Torrance,CA,USA,68.9,27.0935,32,11
579,Beverly Hills,CA,USA,14,5.5358,10,4
585,San Gabriel,CA,USA,109,45.7589,62,21
585,Beverly Hills,CA,USA,91.97,37.1678,45,15
585,Torrance,CA,USA,53.12,20.1484,24,8
585,Los Angeles,CA,USA,22.02,8.6274,13,4
585,Glendale,CA,USA,98.59,39.4556,36,11
585,Bellflower,CA,USA,77.1,31.8106,35,11
585,Long Beach,CA,USA,106.93,46.0279,61,18
585,Santa Monica,CA,USA,75.77,30.0444,38,12
585,Altadena,CA,USA,72.83,28.0445,33,13
585,West Covina,CA,USA,81.69,32.6541,41,12
585,Arcadia,CA,USA,6.36,2.6607,6,2
585,Downey,CA,USA,130.83,52.0399,57,19
585,Burbank,CA,USA,26.68,9.6871,16,5
585,Pomona,CA,USA,13.77,5.8482,6,2
585,Newport Beach,CA,USA,84.4,31.6142,41,13
585,Lakewood,CA,USA,93.03,37.8875,46,15
582,Altadena,CA,USA,111.95,41.5763,43,14
582,Santa Monica,CA,USA,155.44,63.8531,70,25
582,Woodland Hills,CA,USA,94.42,37.8741,45,14
582,Newport Beach,CA,USA,30.75,11.6553,15,5
582,Bellflower,CA,USA,64.78,27.3712,30,10
582,Downey,CA,USA,187.95,73.6611,82,24
582,Glendale,CA,USA,68.95,28.8181,38,13
582,San Gabriel,CA,USA,28.8,11.5219,19,6
582,Pomona,CA,USA,107.24,44.4608,58,18
582,West Covina,CA,USA,39.19,14.5666,20,8
582,Arcadia,CA,USA,75.11,29.6346,31,10
582,Burbank,CA,USA,74.29,31.9345,35,11
582,Beverly Hills,CA,USA,81.34,29.8249,32,9
582,Long Beach,CA,USA,5.88,2.1756,3,1
582,Torrance,CA,USA,53.01,22.9489,24,8
582,Lakewood,CA,USA,42.59,18.4257,19,7
